"Jahr";"StaeNichtStaeBev_CD";"StaeNichtStaeBev";"Auslaendergruppe_CD";"Auslaendergruppe";"Sektor_CD";"Sektor";"Geschlecht_CD";"Geschlecht";"Arbeitskanton_CD";"Arbeitskanton";"Nation_CD";"Nation";"Kontinent_CD";"Kontinent";"EuropaDrittstaat_CD";"EuropaDrittstaat";"AnzahlPersonen"
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";350;"Sudan";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";359;"Ägypten";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";362;"Eritrea";2;"Afrika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";406;"Brasilien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";409;"Dominikanische Republik";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";439;"USA";3;"Amerika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";501;"Afghanistan";4;"Asien";6;"Drittstaaten";9
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";508;"China (Volksrepublik)";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";510;"Indien";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";513;"Iran";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";3;"Luzern";541;"Syrien";4;"Asien";6;"Drittstaaten";8
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";207;"Deutschland";1;"Europa";1;"EU-17";6
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";214;"Griechenland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";218;"Italien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";229;"Österreich";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";230;"Polen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";231;"Portugal";1;"Europa";1;"EU-17";10
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";240;"Ungarn";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";243;"Slowakische Republik";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";4;"Uri";251;"Slowenien";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";205;"Bulgarien";1;"Europa";3;"EU-2";10
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";207;"Deutschland";1;"Europa";1;"EU-17";26
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";212;"Frankreich";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";215;"Grossbritannien";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";218;"Italien";1;"Europa";1;"EU-17";35
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";227;"Niederlande";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";229;"Österreich";1;"Europa";1;"EU-17";10
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";230;"Polen";1;"Europa";2;"EU-8";12
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";231;"Portugal";1;"Europa";1;"EU-17";17
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";232;"Rumänien";1;"Europa";3;"EU-2";13
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";234;"Schweden";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";236;"Spanien";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";240;"Ungarn";1;"Europa";2;"EU-8";21
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";243;"Slowakische Republik";1;"Europa";2;"EU-8";17
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";244;"Tschechische Republik";1;"Europa";2;"EU-8";7
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";248;"Serbien";1;"Europa";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";250;"Kroatien";1;"Europa";4;"EU-1";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";251;"Slowenien";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";255;"Nordmazedonien";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";362;"Eritrea";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";501;"Afghanistan";4;"Asien";6;"Drittstaaten";7
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";512;"Irak";4;"Asien";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";5;"Schwyz";541;"Syrien";4;"Asien";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";207;"Deutschland";1;"Europa";1;"EU-17";24
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";218;"Italien";1;"Europa";1;"EU-17";13
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";230;"Polen";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";231;"Portugal";1;"Europa";1;"EU-17";5
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";232;"Rumänien";1;"Europa";3;"EU-2";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";236;"Spanien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";239;"Türkei";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";240;"Ungarn";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";256;"Kosovo";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";348;"Somalia";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";506;"Sri Lanka";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";6;"Obwalden";507;"Taiwan";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";207;"Deutschland";1;"Europa";1;"EU-17";19
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";212;"Frankreich";1;"Europa";1;"EU-17";5
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";215;"Grossbritannien";1;"Europa";1;"EU-17";5
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";218;"Italien";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";229;"Österreich";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";230;"Polen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";231;"Portugal";1;"Europa";1;"EU-17";6
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";232;"Rumänien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";236;"Spanien";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";240;"Ungarn";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";250;"Kroatien";1;"Europa";4;"EU-1";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";251;"Slowenien";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";439;"USA";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";7;"Nidwalden";601;"Australien";5;"Ozeanien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";205;"Bulgarien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";207;"Deutschland";1;"Europa";1;"EU-17";21
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";212;"Frankreich";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";218;"Italien";1;"Europa";1;"EU-17";7
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";229;"Österreich";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";230;"Polen";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";231;"Portugal";1;"Europa";1;"EU-17";7
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";236;"Spanien";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";240;"Ungarn";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";243;"Slowakische Republik";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";302;"Äthiopien";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";8;"Glarus";501;"Afghanistan";4;"Asien";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";204;"Belgien";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";205;"Bulgarien";1;"Europa";3;"EU-2";8
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";207;"Deutschland";1;"Europa";1;"EU-17";58
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";211;"Finnland";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";212;"Frankreich";1;"Europa";1;"EU-17";14
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";214;"Griechenland";1;"Europa";1;"EU-17";6
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";215;"Grossbritannien";1;"Europa";1;"EU-17";18
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";216;"Irland";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";218;"Italien";1;"Europa";1;"EU-17";55
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";227;"Niederlande";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";229;"Österreich";1;"Europa";1;"EU-17";5
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";230;"Polen";1;"Europa";2;"EU-8";24
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";231;"Portugal";1;"Europa";1;"EU-17";10
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";232;"Rumänien";1;"Europa";3;"EU-2";9
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";234;"Schweden";1;"Europa";1;"EU-17";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";236;"Spanien";1;"Europa";1;"EU-17";10
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";239;"Türkei";1;"Europa";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";240;"Ungarn";1;"Europa";2;"EU-8";20
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";243;"Slowakische Republik";1;"Europa";2;"EU-8";12
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";244;"Tschechische Republik";1;"Europa";2;"EU-8";9
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";251;"Slowenien";1;"Europa";2;"EU-8";6
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";255;"Nordmazedonien";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";264;"Russland";1;"Europa";6;"Drittstaaten";8
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";348;"Somalia";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";349;"Südafrika";2;"Afrika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";359;"Ägypten";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";401;"Argentinien";3;"Amerika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";406;"Brasilien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";423;"Kanada";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";424;"Kolumbien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";439;"USA";3;"Amerika";6;"Drittstaaten";5
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";501;"Afghanistan";4;"Asien";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";507;"Taiwan";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";508;"China (Volksrepublik)";4;"Asien";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";510;"Indien";4;"Asien";6;"Drittstaaten";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";515;"Japan";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";539;"Korea (Süd)";4;"Asien";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";9;"Zug";601;"Australien";5;"Ozeanien";6;"Drittstaaten";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";204;"Belgien";1;"Europa";1;"EU-17";6
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";205;"Bulgarien";1;"Europa";3;"EU-2";35
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";207;"Deutschland";1;"Europa";1;"EU-17";12
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";212;"Frankreich";1;"Europa";1;"EU-17";82
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";214;"Griechenland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";215;"Grossbritannien";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";218;"Italien";1;"Europa";1;"EU-17";35
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";223;"Luxemburg";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";229;"Österreich";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";230;"Polen";1;"Europa";2;"EU-8";11
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";231;"Portugal";1;"Europa";1;"EU-17";133
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";232;"Rumänien";1;"Europa";3;"EU-2";16
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";234;"Schweden";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";236;"Spanien";1;"Europa";1;"EU-17";27
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";239;"Türkei";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";240;"Ungarn";1;"Europa";2;"EU-8";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";243;"Slowakische Republik";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";244;"Tschechische Republik";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";251;"Slowenien";1;"Europa";2;"EU-8";4
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";255;"Nordmazedonien";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";256;"Kosovo";1;"Europa";6;"Drittstaaten";3
2019;1;"Ständige ausl. Bevölkerung";2;"Aufenthalter (B)";2;"Sektor Industrie und Handwerk";0;"Männlich";10;"Freiburg";349;"Südafrika";2;"Afrika";6;"Drittstaaten";1
